source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Who was the first emperor of Rome known as prior to office?,任務に就く前から知られていた最初のローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'emperor', 'of', 'Rome', 'known', 'as', 'prior', 'to', 'office', '?']","['任務に就く前から知られていた最初のローマ皇帝は', '?']"
Who was the tenth emperor of Rome?,ローマの第10第皇帝は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'tenth', 'emperor', 'of', 'Rome', '?']","['ローマの第10第皇帝は', '？']"
Who was the tenth Roman emperor?,第10代ローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'tenth', 'Roman', 'emperor', '?']","['第10代ローマ皇帝は', '?']"
Who was the first wife of ex-president Donald Trump?,元大統領ドナルド・トランプの最初の夫人は？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'O']","['Who', 'was', 'the', 'first', 'wife', 'of', 'ex', '-', 'president', 'Donald', 'Trump', '?']","['元大統領ドナルド', '・', 'トランプの最初の夫人は', '？']"
Who was the first king of Norway?,ノルウェーの初代王は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'Norway', '?']","['ノルウェーの初代王は誰', '？']"
Who built the first successful airplane?,最初に飛行機の制作に成功したのは?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O']","['O', 'O']","['Who', 'built', 'the', 'first', 'successful', 'airplane', '?']","['最初に飛行機の制作に成功したのは', '?']"
Who was the first emperor of Germany?,ドイツの初代皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'emperor', 'of', 'Germany', '?']","['ドイツの初代皇帝は', '?']"
Who was the last king of England?,イングランドの最後の王は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'king', 'of', 'England', '?']","['イングランドの最後の王は', '?']"
Who was the last Aztec emperor?,最後のアステカ族の皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'B-NORP', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'last', 'Aztec', 'emperor', '?']","['最後のアステカ族の皇帝は', '?']"
Who was the last emperor of the Western Roman Empire?,西ローマ帝国の最後の皇帝は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'emperor', 'of', 'the', 'Western', 'Roman', 'Empire', '?']","['西ローマ帝国の最後の皇帝は誰', '？']"
Who was the third pharaoh of the Ptolemaic dynasty in Egypt?,エジプト・プトレマイオス王朝の第3代ファラオは？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['Who', 'was', 'the', 'third', 'pharaoh', 'of', 'the', 'Ptolemaic', 'dynasty', 'in', 'Egypt', '?']","['エジプト', '・', 'プトレマイオス王朝の第3代ファラオは', '？']"
Who was King Henry VIII's second wife?,国王ヘンリー8世の2番目の妻は?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['O', 'O']","['Who', 'was', 'King', 'Henry', ""VIII's"", 'second', 'wife', '?']","['国王ヘンリー8世の2番目の妻は', '?']"
Who was historically the oldest emperor of India?,インド史上で最高齢の皇帝は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'historically', 'the', 'oldest', 'emperor', 'of', 'India', '?']","['インド史上で最高齢の皇帝は誰', '？']"
Who was the last head of state or president of Czechoslovakia during the Communist Period?,チェコスロバキアが共産主義のときの最後の国家元首もしくは大統領は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'last', 'head', 'of', 'state', 'or', 'president', 'of', 'Czechoslovakia', 'during', 'the', 'Communist', 'Period', '?']","['チェコスロバキアが共産主義のときの最後の国家元首もしくは大統領は誰', '？']"
Who was the first president of the United States of America?,アメリカ合衆国の初代大統領は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'president', 'of', 'the', 'United', 'States', 'of', 'America', '?']","['アメリカ合衆国の初代大統領は誰', '？']"
Who was the 11th president of the United States of America?,アメリカ合衆国の第11代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', '11th', 'president', 'of', 'the', 'United', 'States', 'of', 'America', '?']","['アメリカ合衆国の第11代大統領は', '?']"
Who was the 19th president of the United States of America?,アメリカ合衆国の第19代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', '19th', 'president', 'of', 'the', 'United', 'States', 'of', 'America', '?']","['アメリカ合衆国の第19代大統領は', '?']"
Who was Japan's first president?,日本の最初の大統領は?,en,ja,"['O', 'O', 'B-GPE', 'B-ORDINAL', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', ""Japan's"", 'first', 'president', '?']","['日本の最初の大統領は', '?']"
Who was France's first president?,フランスの初代大統領は?,en,ja,"['O', 'O', 'B-GPE', 'B-ORDINAL', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', ""France's"", 'first', 'president', '?']","['フランスの初代大統領は', '?']"
Who signed the Declaration of Independence first?,最初にアメリカ独立宣言に署名したのは?,en,ja,"['O', 'O', 'B-LAW', 'I-LAW', 'I-LAW', 'I-LAW', 'O', 'O']","['O', 'O']","['Who', 'signed', 'the', 'Declaration', 'of', 'Independence', 'first', '?']","['最初にアメリカ独立宣言に署名したのは', '?']"
Who was the third governor of California?,カリフォルニアの第3代の知事は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-LOC', 'O']","['Who', 'was', 'the', 'third', 'governor', 'of', 'California', '?']","['カリフォルニアの第3代の知事は', '?']"
Who was the first Ptolemaic ruler of Egypt?,エジプトのプトレマイオス朝の最初の統治者は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'Ptolemaic', 'ruler', 'of', 'Egypt', '?']","['エジプトのプトレマイオス朝の最初の統治者は誰', '？']"
Who did King Henry VIII marry at his second wedding?,ヘンリー8世の二度目の結婚の相手は?,en,ja,"['O', 'O', 'B-PERSON', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O']","['B-PERSON', 'O']","['Who', 'did', 'King', 'Henry', 'VIII', 'marry', 'at', 'his', 'second', 'wedding', '?']","['ヘンリー8世の二度目の結婚の相手は', '?']"
Who was Henry VIII's first wife?,ヘンリー8世の最初の妻は?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['B-PERSON', 'O']","['Who', 'was', 'Henry', ""VIII's"", 'first', 'wife', '?']","['ヘンリー8世の最初の妻は', '?']"
Who was the last emperor of Japan?,日本の最後の天皇は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'emperor', 'of', 'Japan', '?']","['日本の最後の天皇は', '?']"
Who was the first president of Indonesia?,インドネシア初代大統領は？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'president', 'of', 'Indonesia', '?']","['インドネシア初代大統領は', '？']"
In what year was the first moon landing?,最初の月面着陸は何年?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['In', 'what', 'year', 'was', 'the', 'first', 'moon', 'landing', '?']","['最初の月面着陸は何年', '?']"
Who was the first person to reach the summit of Mt. Everest?,最初にエベレストのエベレストより高いですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'person', 'to', 'reach', 'the', 'summit', 'of', 'Mt.', 'Everest', '?']","['最初にエベレストのエベレストより高いですか', '？']"
Who was the last shah of Iran?,イランの最後のシャーは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'shah', 'of', 'Iran', '?']","['イランの最後のシャーは', '?']"
Who was the first prime minister of India?,インドの初代首相は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'prime', 'minister', 'of', 'India', '?']","['インドの初代首相は誰', '？']"
Who was Napoleon Bonaparte's second wife?,ナポレオン・ボナパルトの2番目の妻は?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Who', 'was', 'Napoleon', ""Bonaparte's"", 'second', 'wife', '?']","['ナポレオン', '・', 'ボナパルトの2番目の妻は', '?']"
Who was the first premier of the Soviet Union?,ソビエト連合の初代首相は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['B-ORG', 'O']","['Who', 'was', 'the', 'first', 'premier', 'of', 'the', 'Soviet', 'Union', '?']","['ソビエト連合の初代首相は誰', '？']"
Who was the last premier of the Soviet Union?,ソビエト連邦最後の首相は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'premier', 'of', 'the', 'Soviet', 'Union', '?']","['ソビエト連邦最後の首相は', '？']"
Who was King Henry VIII's first wife?,ヘンリー8世の一人目の妻は誰？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['B-PERSON', 'O']","['Who', 'was', 'King', 'Henry', ""VIII's"", 'first', 'wife', '?']","['ヘンリー8世の一人目の妻は誰', '？']"
Who was King Henry VIII's fourth wife?,国王ヘンリー8世の4番目の夫人は誰？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['O', 'O']","['Who', 'was', 'King', 'Henry', ""VIII's"", 'fourth', 'wife', '?']","['国王ヘンリー8世の4番目の夫人は誰', '？']"
Who was King Henry VIII's fifth wife?,国王ヘンリー8世の5番目の妻は?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['O', 'O']","['Who', 'was', 'King', 'Henry', ""VIII's"", 'fifth', 'wife', '?']","['国王ヘンリー8世の5番目の妻は', '?']"
What is the third shortest war in the recorded history of the world?,世界で記録されている歴史上3番目に短かった戦いは何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'third', 'shortest', 'war', 'in', 'the', 'recorded', 'history', 'of', 'the', 'world', '?']","['世界で記録されている歴史上3番目に短かった戦いは何ですか', '？']"
Who was the first emperor of the German Empire?,ドイツ帝国の初代皇帝は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'emperor', 'of', 'the', 'German', 'Empire', '?']","['ドイツ帝国の初代皇帝は', '?']"
Who was the second president of Mexico?,メキシコの第2代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'second', 'president', 'of', 'Mexico', '?']","['メキシコの第2代大統領は', '?']"
Who was the longest serving emperor of Japan?,日本の天皇で最も在位期間が長かったのは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', 'longest', 'serving', 'emperor', 'of', 'Japan', '?']","['日本の天皇で最も在位期間が長かったのは', '?']"
What was the longest battle in the Revolutionary War?,アメリカ独立戦争で一番長かった戦いは？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O']","['What', 'was', 'the', 'longest', 'battle', 'in', 'the', 'Revolutionary', 'War', '?']","['アメリカ独立戦争で一番長かった戦いは', '？']"
What French king ruled the longest?,統治期間が一番長いフランス国王は？,en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'French', 'king', 'ruled', 'the', 'longest', '?']","['統治期間が一番長いフランス国王は', '？']"
Which battle from World War I resulted in the most casualties?,第一次世界大戦で最も多くの死傷者を出した戦いは?,en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'battle', 'from', 'World', 'War', 'I', 'resulted', 'in', 'the', 'most', 'casualties', '?']","['第一次世界大戦で最も多くの死傷者を出した戦いは', '?']"
Which battle from World War II resulted in the most casualties?,犠牲者を最も出した第二次世界大戦の戦いは？,en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'battle', 'from', 'World', 'War', 'II', 'resulted', 'in', 'the', 'most', 'casualties', '?']","['犠牲者を最も出した第二次世界大戦の戦いは', '？']"
What was the shortest recorded war in history?,史上最短記録となっている戦争は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'shortest', 'recorded', 'war', 'in', 'history', '?']","['史上最短記録となっている戦争は', '？']"
What was the shortest war in world history?,世界の歴史上、最も短い戦争は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'was', 'the', 'shortest', 'war', 'in', 'world', 'history', '?']","['世界の歴史上', '、', '最も短い戦争は', '？']"
Who was King Henry VIII married to the shortest?,ヘンリー8世が最も短い期間結婚していたのは誰ですか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'King', 'Henry', 'VIII', 'married', 'to', 'the', 'shortest', '?']","['ヘンリー8世が最も短い期間結婚していたのは誰ですか', '？']"
Who was King Henry VIII married to for the least amount of time?,ヘンリー8世の妻で結婚期間が一番短いのは誰？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'King', 'Henry', 'VIII', 'married', 'to', 'for', 'the', 'least', 'amount', 'of', 'time', '?']","['ヘンリー8世の妻で結婚期間が一番短いのは誰', '？']"
Which monarchs reign was the longest?,統治期間が最長の君主は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'monarchs', 'reign', 'was', 'the', 'longest', '?']","['統治期間が最長の君主は', '？']"
Which Civil War battle had the most casualties?,南北戦争で最もたくさん死傷者を出した戦いは?,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'Civil', 'War', 'battle', 'had', 'the', 'most', 'casualties', '?']","['南北戦争で最もたくさん死傷者を出した戦いは', '?']"
Which British queen had the most children?,イギリスの女王で子どもの数が一番多いのは？,en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Which', 'British', 'queen', 'had', 'the', 'most', 'children', '?']","['イギリスの女王で子どもの数が一番多いのは', '？']"
Who was pope the longest?,ローマ教皇で最も在位期間が長いのは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'pope', 'the', 'longest', '?']","['ローマ教皇で最も在位期間が長いのは', '?']"
What was the longest battle in WW1?,第一次世界大戦で一番長かった戦いは？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O']","['B-EVENT', 'O']","['What', 'was', 'the', 'longest', 'battle', 'in', 'WW1', '?']","['第一次世界大戦で一番長かった戦いは', '？']"
What was the longest war in world history?,世界史上、最も長かった戦争は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'was', 'the', 'longest', 'war', 'in', 'world', 'history', '?']","['世界史上', '、', '最も長かった戦争は', '?']"
Which battle during the American Civil War produced the most casualties?,アメリカ南北戦争中の戦いで、最も多くの死傷者を出したのは?,en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['Which', 'battle', 'during', 'the', 'American', 'Civil', 'War', 'produced', 'the', 'most', 'casualties', '?']","['アメリカ南北戦争中の戦いで', '、', '最も多くの死傷者を出したのは', '?']"
What was the bloodiest battle of World War 2?,第二次世界大戦で、最も残忍だった戦いは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O', 'O', 'O']","['What', 'was', 'the', 'bloodiest', 'battle', 'of', 'World', 'War', '2', '?']","['第二次世界大戦で', '、', '最も残忍だった戦いは', '?']"
What was the shortest war in history?,歴史上で最も短い戦争は何でしたか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'shortest', 'war', 'in', 'history', '?']","['歴史上で最も短い戦争は何でしたか', '？']"
What was the costliest war in history?,史上一番お金のかかった戦争は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'costliest', 'war', 'in', 'history', '?']","['史上一番お金のかかった戦争は', '？']"
